"年月日","時刻","天","車番","仕入先コード","仕入先名","支払先コード","支払先名","商品コード","品　　名","運送店コード","運送店名","正味重量","調整重量","数量","単位","単　価","金　額","税抜額","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","予備","引物金額","取引区分（コード）","取引区分","払区（コード）","払区","デ区（コード）","デ区","データ識別（コード）","データ識別","締日更新フラグ","月次更新フラグ","支払明細書発行フラグ","オンライン送信済フラグ","伝票No.","支払伝票No.","ルート伝票No.","手入力フラグ","継続伝票区分","継続伝票発行区分","ユーザID","ユーザ名","担当","担当名","ﾔｰﾄﾞｺｰﾄﾞ","ヤード名","計量重量","運転者名","自社他社区分","商品分類コード","かご数量","支払運賃単価","支払運賃金額","備考","仮払い金額","売上伝票No.","支払運賃伝票No.","集計区分1（仕入）","グループ名称1（仕入）","集計区分2（仕入）","グループ名称2（仕入）","集計区分3（仕入）","グループ名称3（仕入）","集計区分4（仕入）","グループ名称4（仕入）","集計区分5（仕入）","グループ名称5（仕入）","集計区分6（仕入）","グループ名称6（仕入）","集計区分7（仕入）","グループ名称7（仕入）","集計区分8（仕入）","グループ名称8（仕入）","集計区分9（仕入）","グループ名称9（仕入）","集計区分10（仕入）","グループ名称10（仕入）","得意先コード","得意先名","請求先コード","請求先名","運送店コード(売上)","運送店名(売上)","運転者名","出荷日付","売上日付","伝票番号(売上)","明細行番号","車番(売上)","取引区分(売上)","取引区分名称(売上)","入金区分","入金区分名称","データ区分","データ区分名称(売上)","商品コード(売上)","商品名(売上)","商品分類コード","本数","正味重量(売上)","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","出荷時正味重量","単価(売上)","単価種別","売上運賃単価","売上金額","売上税抜額","支払運賃単価","支払運賃金額","備考","消費税課税対象区分","消費税額","消費税課税対象額","データ識別","データ識別名称","集計区分1（売上）","グループ名称1（売上）","集計区分2（売上）","グループ名称2（売上）","集計区分3（売上）","グループ名称3（売上）","集計区分4（売上）","グループ名称4（売上）","集計区分5（売上）","グループ名称5（売上）","集計区分6（売上）","グループ名称6（売上）","集計区分7（売上）","グループ名称7（売上）","集計区分8（売上）","グループ名称8（売上）","集計区分9（売上）","グループ名称9（売上）","集計区分10（売上）","グループ名称10（売上）"
"2026/06/01","13:03","","5122","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","4314","アルミ缶","0000000","","10","0","0","kg","150.00","1500","1500","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083064","000000006","270009092","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4300","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:03","","5122","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","4114","ペットボトル","0000000","","30","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083064","000000006","270009092","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:03","","5122","1161004","ＥＳＰＯＴ（ﾊﾞｯｸﾔｰﾄﾞ）(田丸)","1161000","㈱田丸","1000","段ボールバラ","0000000","","490","0","0","kg","9.00","4410","4410","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083065","000000007","270009092","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","490","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","0384112","資さんうどん倉見店（大本）","0384000","大本紙料㈱","1000","段ボールバラ","0000000","","30","0","0","kg","5.00","150","150","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083066","000000002","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","2734000","㈱ｱｸﾃｨｵ EG横浜営業所","2734000","㈱ｱｸﾃｨｵ EG横浜営業所","1000","段ボールバラ","0000000","","10","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083067","000000003","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1036000","㈱セフティ","1036000","㈱セフティ","1000","段ボールバラ","0000000","","10","0","0","kg","2.00","20","20","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083068","000000004","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205110","㈱エディスタ（ＤＳＰ）","1205000","㈱ＤＳＰ","4128","ストレッチフィルム","0000000","","10","0","0","kg","0.10","1","1","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083069","000000005","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205110","㈱エディスタ（ＤＳＰ）","1205000","㈱ＤＳＰ","4143","PPバンド","0000000","","10","0","0","kg","0.10","1","1","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083069","000000005","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205110","㈱エディスタ（ＤＳＰ）","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","190","0","0","kg","7.00","1330","1330","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083069","000000005","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","190","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205075","本間ゴルフ藤沢店(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","10","0","0","kg","7.00","70","70","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083070","000000006","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1352011","東京冷機神奈川ＳＳ(ナカダイ)","1352000","㈱ナカダイ","1000","段ボールバラ","0000000","","30","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083071","000000007","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205098","ユニマットレンタル藤沢(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","30","0","0","kg","7.00","210","210","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083072","000000008","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205023","カンナミアクアシステム(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","30","0","0","kg","7.00","210","210","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083073","000000009","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1352017","東京冷機湘南(ナカダイ)","1352000","㈱ナカダイ","1000","段ボールバラ","0000000","","20","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083074","000000010","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","20","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1205093","ﾕﾆﾏｯﾄﾗｲﾌ厚木営業所(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","50","0","0","kg","7.00","350","350","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083075","000000014","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","50","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:07","","2267","1130000","タキゲン製造㈱厚木支店","1130000","タキゲン製造㈱厚木支店","1000","段ボールバラ","0000000","","10","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083076","000000016","270009093","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/01","13:10","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1000","段ボールバラ","0000000","","930","0","0","kg","14.50","13485","13485","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083077","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","930","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
